pca_components,explained_variance,compression_ratio,k,jump_penalty,silhouette,inertia,objective,jumps,average_duration_weeks,min_cluster_size,max_cluster_share,cluster_sizes,market_regime_feasible,attention_ready,tuning_score
2,0.28276326941569363,27.0,6,1.0,0.3599706360205743,1617.026736761331,1741.026736761331,124,4.632,5,0.37132987910189985,"108,57,5,215,52,142",False,False,0.32997063602057425
2,0.28276326941569363,27.0,6,2.0,0.3340205326771158,1651.070855245624,1847.070855245624,98,5.848484848484849,5,0.35060449050086356,"117,57,5,203,54,143",False,False,0.30402053267711576
2,0.28276326941569363,27.0,6,4.0,0.3154338839651473,1722.0553741524195,2010.0553741524195,72,7.931506849315069,5,0.36787564766839376,"49,141,62,109,213,5",False,False,0.2854338839651473
2,0.28276326941569363,27.0,6,8.0,0.4381230422871129,1843.3974744181169,2243.397474418117,50,11.352941176470589,5,0.5215889464594128,"139,39,302,5,35,59",False,False,0.4081230422871129
2,0.28276326941569363,27.0,6,16.0,0.23645428593804052,2082.601107306955,2546.601107306955,29,19.3,6,0.38860103626943004,"92,53,57,146,6,225",False,False,0.20645428593804052
2,0.28276326941569363,27.0,6,32.0,0.18627805153100105,2338.4850651822244,2882.4850651822244,17,32.166666666666664,6,0.32124352331606215,"34,134,65,154,186,6",False,False,0.15627805153100105
2,0.28276326941569363,27.0,6,64.0,,2694.9498041979646,3206.9498041979646,8,64.33333333333333,1,0.3903281519861831,"148,58,5,226,1,141",False,False,
2,0.28276326941569363,27.0,7,0.0,0.37451287147155815,1385.6442332448069,1385.6442332448069,187,3.0797872340425534,3,0.307426597582038,"57,140,60,137,178,3,4",False,False,0.3445128714715581
2,0.28276326941569363,27.0,7,0.1,0.3743012657953197,1387.0023601153166,1404.5023601153166,175,3.289772727272727,3,0.31951640759930916,"56,140,60,131,185,3,4",False,False,0.34430126579531967
2,0.28276326941569363,27.0,7,0.25,0.37425441088733646,1387.8944931981891,1430.1444931981891,169,3.4058823529411764,3,0.32642487046632124,"56,140,60,127,189,3,4",False,False,0.34425441088733644
